"run_id"                                                                        , "pair"                                             , "layer"   , "metric"     , "value"               , "n_samples", "left_modality"           , "right_modality"          , "reduction_used", "k"
"rq1_full_pipeline_hypersim_100_scenes_4000_samples_join_null_A-20260518-225144", "depth-depth_joint_with_normals"                   , "layer_00", "cka"        , "0.9989992569785445"  , "4000"     , "depth"                   , "depth_joint_with_normals", "false"         , "null"
"rq1_full_pipeline_hypersim_100_scenes_4000_samples_join_null_A-20260518-225144", "depth-depth_joint_with_normals"                   , "layer_01", "cka"        , "0.9944407343827103"  , "4000"     , "depth"                   , "depth_joint_with_normals", "false"         , "null"
"rq1_full_pipeline_hypersim_100_scenes_4000_samples_join_null_A-20260518-225144", "depth-depth_joint_with_normals"                   , "layer_02", "cka"        , "0.9923091598907243"  , "4000"     , "depth"                   , "depth_joint_with_normals", "false"         , "null"
"rq1_full_pipeline_hypersim_100_scenes_4000_samples_join_null_A-20260518-225144", "depth-depth_joint_with_normals"                   , "layer_03", "cka"        , "0.9812387146154662"  , "4000"     , "depth"                   , "depth_joint_with_normals", "false"         , "null"
"rq1_full_pipeline_hypersim_100_scenes_4000_samples_join_null_A-20260518-225144", "depth-depth_joint_with_normals"                   , "layer_04", "cka"        , "0.9771246193825799"  , "4000"     , "depth"                   , "depth_joint_with_normals", "false"         , "null"
"rq1_full_pipeline_hypersim_100_scenes_4000_samples_join_null_A-20260518-225144", "depth-depth_joint_with_normals"                   , "layer_05", "cka"        , "0.9726875682015221"  , "4000"     , "depth"                   , "depth_joint_with_normals", "false"         , "null"
"rq1_full_pipeline_hypersim_100_scenes_4000_samples_join_null_A-20260518-225144", "depth-depth_joint_with_normals"                   , "layer_06", "cka"        , "0.9648882642869157"  , "4000"     , "depth"                   , "depth_joint_with_normals", "false"         , "null"
"rq1_full_pipeline_hypersim_100_scenes_4000_samples_join_null_A-20260518-225144", "depth-depth_joint_with_normals"                   , "layer_07", "cka"        , "0.9468641589114437"  , "4000"     , "depth"                   , "depth_joint_with_normals", "false"         , "null"
"rq1_full_pipeline_hypersim_100_scenes_4000_samples_join_null_A-20260518-225144", "depth-depth_joint_with_normals"                   , "layer_08", "cka"        , "0.9313103106431432"  , "4000"     , "depth"                   , "depth_joint_with_normals", "false"         , "null"
"rq1_full_pipeline_hypersim_100_scenes_4000_samples_join_null_A-20260518-225144", "depth-depth_joint_with_normals"                   , "layer_09", "cka"        , "0.9021501096057736"  , "4000"     , "depth"                   , "depth_joint_with_normals", "false"         , "null"
"rq1_full_pipeline_hypersim_100_scenes_4000_samples_join_null_A-20260518-225144", "depth-depth_joint_with_normals"                   , "layer_10", "cka"        , "0.8586379442868063"  , "4000"     , "depth"                   , "depth_joint_with_normals", "false"         , "null"
